Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW25282,44,35,39,37.979,49.038,37,32.008,49,38,33,24,42,24,43,30,51.938,35,50
ESW28130,56.668,50.953,60.899,30.684,48.318,11.166,15.828,57.947,22.776,17.009,34.458,33.789,36.879,27.537,22.401,51.845,27.642,54.885
ESW28131,127.403,65.209,101.214,84.339,82.682,95.846,67.199,87.1,90.271,79.029,57.206,103.236,56.441,98.507,66.599,133.155,57.016,81.491
ESW26914,731.525,645.388,717.304,592.219,356.706,855.86,642.929,840.436,823.783,591.297,396,816.151,651.408,760.648,488.151,711.971,686.337,858.24
ESW26300,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0
ESW26517,324.983,351.859,442.367,421.233,709.228,435.059,325.535,323.203,541.491,408,529.689,458.637,397.525,527.878,561.555,521.506,395.661,465.754
ESW25072,264,142.801,207.435,218.385,196.185,195.208,165.163,199.805,195.268,148,131,219,191.144,222.638,162.068,255.013,174.559,195.553
ESW25008,21,14,18,17,33,20,18.074,26,22.015,17,14,27,17.488,31.116,14,28,13.077,15.01
ESW26768,145.056,75,75.135,74.67,125.026,219.039,131.148,123.133,483.923,384,319,278.389,212.892,305.88,340,293.245,145.23,154.662
ESW28108,4,3.007,4.83,1,2,1,1,0,4,1,1,2,3,4,2,4,6,4
ESW25804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27925,2,4,2.001,3,1,3,4,0,1,1,2,3,3,4,1,2,0,2
ESW27470,396.122,444.727,387.064,398.411,488.422,524.379,483.056,466.721,1052.244,897,729,626.424,472.415,684.368,710.689,716.755,424.993,508.188
ESW28092,235.042,181.557,196.557,196,263.099,205.72,130.648,252.774,199.118,126,126,215.003,166.177,226.828,181.179,239.051,193.542,197.677
ESW27700,1836.443,1594.596,1689.068,2042.065,3856.356,4192.274,4010.636,2448.162,6682.576,4856.819,4617.935,3000.146,2713.846,3340.1,3601.891,3314.547,2067.245,2409.91
ESW28345,54,48,60.921,44,51.006,70.228,42.05,61.369,39,30,52,59.167,41.095,49,42,60,55,62.276
ESW27517,4,2,5,3,3,20.007,12,10,10,4,8,12,17.114,9,8,5,7,7
ESW28059,929.68,822.98,754.724,1107.746,1497.272,1521.648,1047.507,1345.093,702.909,636.174,753.72,1066.981,956.672,1304.829,915.377,1117.254,980.727,1089.995
ESW28111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESW26294,30,11.168,20.04,22,14,12,17.09,35.081,19.012,15,33,38.042,29,39,7,25,24,42.191
ESW25648,28,34.356,45.785,46,42.357,46,38,20.733,82,49,52,37,45.644,44.662,40.178,44,36,40
ESW28509,471.999,675.64,589.38,795.31,939.558,1423.89,976.484,1362.259,443.605,273,501.449,1228.619,943.578,1099.14,365.03,493.623,1595.527,2060.316
ESW27091,35.024,37,38.198,45.014,42,56.498,32.074,56.044,22.088,15.075,14,29.004,31.002,22.067,20,33,54.232,48
ESW26672,721.746,656.244,668.232,684.426,630.864,624.392,493.14,701.087,869.826,776.992,653.785,695.042,673.158,744.007,705.305,883.488,606.844,708.217
ESW27468,21,17.038,11,32,12,29.059,20.057,26.01,34.002,35,13,27,17,11,24.089,32.169,22.017,20
ESW28305,353.172,300.706,402.604,300.738,362.378,274.15,289.662,499.704,529.676,418.984,411.928,502.877,383.446,523.082,423.293,453.552,439.123,500.778
ESW28226,4,2,3,3,5,11,4,5,4,9,4,9,9,5,4,8,5.005,7
ESW26904,3,0,1,3,0,2,1,0,4,1,1,4,1,1,2,1,2,4
ESW28049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28431,82,54.219,102,45,94.026,159.028,121.992,81,157.048,66.045,111,156.571,118.631,151.666,165,137.049,90.145,122.952
ESW26016,454.13,400.812,490.921,488.64,581.689,621.007,483.162,545.978,600.277,498.644,450,530.472,516.599,609.655,416.402,610.531,573.118,612.623
ESW26819,2161.477,1654.769,1807.146,1759.007,1675.153,1779.947,1591.356,1948.425,1310.919,981.219,961.502,1446.933,1347.657,1411.986,1450.769,2120.324,1249.63,1732.395
ESW27088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27632,1937.615,1714.787,1905.832,1669.62,1220.942,1752.561,1562.799,2690.728,1884.466,1367.54,1101.621,1968.607,1644.468,2082.725,1670.062,2139.758,2536.478,1694.946
ESW26526,362.701,489.166,488.543,462.568,333.808,454.823,295.214,430.079,546.685,512.189,391.002,530.988,477.134,488.912,426.256,483.829,479.889,504.801
ESW26217,16,27,31,20.851,13,29,21,35.04,24,21,33,31.054,17,26.161,15,26,41.083,31.02
ESW27228,101,98.563,88.465,102.439,77.354,101.119,76.006,117.267,74.999,76,54,101.374,103.283,87.21,86.001,104.11,88.088,111.315
ESW25884,306.591,308.766,338.261,379.593,377.556,420.498,302.947,348.382,369.624,261.992,243.001,332.39,306.919,335.1,289,344.214,279.827,297.087
ESW25274,404.779,381.809,343.4,409.766,397.347,328.439,321.234,390.67,318.476,267.067,283,354.237,310.544,324.397,311.081,462.197,292.514,325.823
ESW26847,95,72.006,81.392,72.116,74.177,99.308,67.343,166.15,34,20,22,47,54.989,68.971,23,78.399,140.01,110.277
ESW25201,331.12,307.007,332.227,372.676,341.661,502.018,377.727,434.902,483.862,413.991,319,452.754,343.115,476.987,393.295,457.674,326.998,355.24
ESW27866,48,44,36,47.005,43.129,46.002,48.019,47.634,70.117,55,49,47.066,48,45,45,72.116,48,43.033
ESW25028,1640.161,1448.182,1469.933,1495.137,1637.18,1455.386,1357.379,1862.62,1604.363,1359.515,1145.948,1560.84,1425.896,1715.44,1292.66,1777.474,1275.175,1599.808
ESW26297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28433,138.162,120.315,108.115,109.326,271.03,238.612,184.527,161.947,335.678,219,271.741,190.045,196.396,197.841,333.652,279.984,159.056,168.401
ESW25625,49.478,19.833,30.203,19.743,39.103,156.394,101.674,10,423.707,258.86,248.454,136.183,140.397,108.157,205.935,176.13,5,11.776
ESW25538,116,106.245,124.723,109.414,166.087,150.794,117.3,142.837,216.717,172,124.286,126.017,130.095,159.015,113.34,148.354,101.029,99.079
ESW26416,65.194,45.142,68.002,46.762,86.035,37.107,25.003,63.429,9,20,18,49,44.026,42.094,28,61,73.183,65
ESW28046,2,3,1,3,1,1,2,5.004,1,1,0,0,1,2,1,0,4,3
ESW27709,45,33.054,22.953,44,28.989,32,31,34,27,14,27,24,24.219,30,17,34,17.082,20
ESW26984,366.483,262.422,310.476,282.712,438.195,291.93,232.359,376.994,468.844,323.385,369.291,321.035,293.44,356.893,339,432.2,299.755,308.801
ESW26774,2226.325,967.038,1364.937,977.284,3112.316,3004.603,2344.216,1517.967,5937.306,5276.098,4229.723,3018.864,2566.988,3490.589,5275.348,4659.553,1539.628,1556.757
ESW25262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25397,0,1,0,1.001,0,0,0,1,0,1,0,0,0,0,0,1,1,0
ESW27663,4757.936,4053.78,4630.788,3535.353,4461.262,3047.465,3532.305,4750.593,5258.095,4635.23,4367.56,4746.356,4586.665,5021.989,4796.249,5979.784,4089.547,4848.376
ESW26959,409.646,410.375,394.149,526.741,518.964,622.107,498.75,832.747,458.657,386.875,330.129,647.73,562.189,631.498,338,458.461,810.94,912.57
ESW28233,3154.732,2256.814,3251.207,2302.517,2642.307,4571.294,3256.526,3060.653,5200.344,4286.375,3608.746,4074.178,3577.239,4910.997,3234.63,3701.687,2893.91,3330.495
ESW27945,458.516,462.927,538.483,607.149,572.979,494.093,401.814,577.707,492.076,399.511,334,388.059,360.752,436.307,418.655,541.012,417.446,514.05
ESW26258,5.267,9.096,0,0,0,8.672,8.696,2.144,2.267,0,2.282,5.479,5.263,15.395,5.626,2.269,8.397,0
ESW26259,132.733,99.81,109.068,119.091,147.48,123.642,91.879,149.75,149.72,122,135.793,146.576,151.001,168.362,108.383,179.731,127.568,133.149
ESW27143,348.568,314.396,391.741,365.769,392.378,309.181,286.654,399.131,250.4,223.175,231.489,331.821,322.755,363.101,224.611,379.369,362.643,396.916
ESW26908,512.736,287.586,388.807,384.652,442.859,670.877,568.075,250.158,582.917,454,412.987,389.41,366.774,400.58,525.632,593.38,196.46,263.041
ESW25124,56.063,76.803,91.651,64.003,65.484,49.476,26.428,120.42,40,31,31,53.614,56.326,59.341,27,52,92.002,92.676
ESW25654,273.287,223.788,271.527,240.367,442.056,301.719,266.604,248.146,503.044,386,358.672,327.447,303.689,384.981,410.349,397.455,220.887,253.295
ESW27076,157.319,121.776,121.329,111.132,128.025,105.067,100.188,124.579,90,56,86,118,106.336,106.274,106.747,149.336,125.277,145.264
ESW27095,782.891,450.991,498.406,521.729,641.27,862.883,609.458,480.478,645.871,554.235,429.007,618.657,573.85,667.512,630,850.643,393.321,394.34
ESW27728,215.288,161.68,165.791,199.706,208.197,227.461,165.397,175.084,255.23,207.182,174,206.588,199.483,213.644,193,252.111,178.737,191.72
ESW27894,748.92,525.945,521.535,579.76,497.389,354.572,466.062,503.426,426.398,353.455,377.795,424.792,422.494,400.811,429.253,754.64,308.834,486.576
ESW27895,548.263,595.444,457.416,627.818,580.782,459,444.704,529.995,507.886,335.256,310.037,436.58,392.896,450.999,398.913,582.885,280.612,370.138
ESW27836,1134.73,457.242,649.136,431.631,1387.718,1137.587,874.394,684.824,1323.807,1221.962,1139.79,1155.184,914.059,1217.256,921.478,1165.878,689.087,855.755
ESW28177,240.693,242.04,262.18,216.231,224.941,182.265,189.602,269.827,201.724,179.361,167.756,244.797,242.806,229.445,227.623,284.956,254.784,247.785
ESW26321,80.054,65.461,139.683,17.642,53.266,123.277,97.023,34.015,329.787,27.481,54.638,183.242,139.288,148.877,251.901,173.548,83.02,45.823
ESW26400,59.017,46.174,27,65.997,48.219,45.187,48.125,84.521,23,27,33,49.101,51.26,40.228,18,44.041,51.338,50.9
ESW26753,166,159.403,177.446,156.297,183.741,247.3,179.054,220.654,216.057,163,126.13,207.653,161.336,203.195,162.326,193.092,161.455,187.27
ESW27724,673.53,511.722,687.891,494.728,941.67,1048.676,779.099,647.449,1205.613,881.969,953.522,984.876,811.013,1138.645,768.793,874.937,709.483,798.275
ESW27037,389.627,354.291,423.538,412.965,468.486,337.64,324.473,367.326,571.639,399.933,374.285,359.652,328.856,363.746,380.149,484.221,338.959,352.72
ESW27930,366.529,275.79,280.094,315.424,383.41,365.958,316.89,285.498,479.078,450.502,419.838,408.257,364.736,414.681,435.297,492.137,261.632,328.632
ESW27512,450.901,371.82,379.649,376.972,329.856,532.836,367.522,494.168,457.196,334.465,305.154,440.872,398.833,454.333,296.018,466.399,399.198,425.096
ESW25758,325.686,245.077,285.486,270.464,225,352.751,281.008,368.254,330.473,269,221.195,316.014,273.783,318.985,209.258,345.63,293.457,319.17
ESW27520,4635.319,3616.017,4482.779,3772.24,6266.724,3570.596,3438.399,4116.093,6870.423,5636.09,5904.493,4716.121,4202.16,5341.258,5442.367,6172.302,3792.453,4597.704
ESW26739,221.433,209.144,234.491,267.359,269.915,357.401,238.084,355.077,212.279,202,186.089,240.307,237.502,322.977,147.066,250.174,218.423,255.731
ESW27573,83.6,56.396,86.579,86.752,60.092,90.804,58.001,107.892,109,76,52,91.139,86.18,91.286,70,83,74.089,96.148
ESW27832,35,46.089,34,31,27,47.055,40.01,66.079,39.055,38,22,41,47,28,12.089,32,36.18,35.067
ESW25521,8,8.013,19,3,4,10,6,11.882,8,4,5,8.006,6,8,6,5,9.001,8
ESW27192,30,24,33,36,29.079,18,27,23,28,18,23,29,29.337,24,39,42.323,29.936,38
ESW26127,28,15,29,31.034,22.369,21.967,12,18,36.021,31.16,30,16.199,28,29.016,28,37,15,18.958
ESW27872,5.844,7.591,4.591,6.526,4.525,2,1.245,12.991,4,2.987,2,4,3.708,3.359,1.6,2.277,7.464,9.063
ESW25232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26228,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
ESW27047,602.007,571.504,465.142,661.809,439.035,1015.349,898.451,948.838,685.019,468.987,391.381,700.436,616.878,636.418,324.063,567.335,734.052,715.563
ESW25233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25757,21,25.002,17,20.038,14,28.989,15,45.097,29,19,22,37,21.091,28,15,34.01,34,24.017
ESW27297,2,8,2,19.017,5,3,1,8,4,3,5,3,5,5,5,3,10,3.001
ESW27964,24,30.012,56,24,7.003,34,26,121.054,76,31,38,68,58,53,15,36.018,55.212,72.053
ESW25963,153.749,98.198,140.003,135.979,111.658,204.117,122.162,166.606,133.471,104,93,192.111,138.913,162.229,98.129,150.058,143.769,160.294
ESW25724,5,1,0,2,3,0,0,7,1,1,0,1,1,1,1,2,2.672,1
ESW28188,452.141,391.152,406.722,453.748,465.291,372.735,320.006,473.567,439.482,341.001,282,430.205,412.957,422.255,355,481.102,435.073,428.773
ESW25065,72.046,68.796,65.954,73.907,105.248,126.816,75.079,74.421,100.087,60.699,55.407,103.817,80.504,86.613,67.427,105.621,90.423,75.504
ESW25616,4,1.001,0,0,0,1,1,0,1,0,0,4,0.998,3,0,0,0,0
ESW28396,163,140.825,157.375,163.789,158.431,175.415,116.15,183.075,127.026,112.971,98,159.025,146.314,157.923,92.28,166.024,160.04,149.304
ESW25839,342.664,318.579,348.012,382.717,405.063,409.997,270,369.432,391.779,318.783,310.01,371.49,343.187,375.157,377.764,435.364,332.841,371.424
ESW27954,1027.776,783.606,921.16,797.647,1159.548,1030.576,806.738,1038.433,1323.639,1074.002,983.015,973.303,843.064,1007.348,1013.895,1282.721,902.063,972.124
ESW26659,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ESW25199,773.098,823.767,722.867,886.612,773.155,612.763,754.497,944.226,973.589,722.133,704.004,736.579,666.92,678.544,672.01,864.459,584.391,816.728
ESW26162,0,1,1,0,0,0,0,3,0,0,0,1,2,1,1,2,1,0
ESW26942,169.204,128.248,163.379,124.125,147.39,223.839,167.076,184.398,487.911,336.8,287.815,217.682,160.184,204.364,255.771,197.734,176.472,188.189
ESW27398,385,234.814,202.138,246.701,306.41,392.532,262.296,370.296,160.381,125.149,129.375,305.178,258.494,302.525,125,266.501,267.832,341.551
ESW26417,1361.061,699.058,1057.657,550.993,2308.733,1771.64,1684.805,959.743,2076.295,1549.356,1823.634,1787.186,1660.487,2156.509,1811.395,1862.229,1080.252,1522.241
ESW27009,266.131,195.739,186.805,216.29,283.052,329.081,264.555,230.852,433.704,366,269.803,269.45,224.915,279.183,228.813,278.217,187.496,208.347
ESW27897,42.126,46.096,52,44,47.015,60.691,33.249,52.056,66.141,43,39,43,43.376,57.181,42,57.603,41,59
ESW27888,866.179,633.523,790.918,589.908,1137.061,1166.545,890.027,790.535,1685.253,1344.895,1370.696,1233.93,1076.653,1356.527,1288.486,1278.124,820.204,939.044
ESW28183,7,10,0,4.416,10.973,20,0,0,0,0,0,11,10,0,14,0,10.367,6
ESW28182,0,0,8,10.584,0,0,5,10.028,12.978,15,15,0,0,3,0,8,0,0
ESW28369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25213,164.748,135.166,154.283,145.012,199.399,142.371,78.006,159.024,172.101,142,122,138.42,146.505,144.986,123,178.787,152.168,185.36
ESW27793,98,86.307,104.17,97.425,68,109.22,68.031,144.189,83.097,68,60,126.185,117.293,104.384,67,110.99,112.984,134.145
ESW25666,83.013,63.423,69.065,66,71,61.999,63.386,76.099,74,63,66,61.179,53.002,71,53,87.137,46.031,66
ESW27313,211,187.961,221.392,221.989,359.253,323.708,240.986,236.482,425.594,312.162,354.868,279.158,259.297,286.262,246.412,293.926,293.808,279.181
ESW25177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26315,699.131,511.996,660.639,555.256,640.588,630.715,566.725,619.452,736.624,627.2,568.578,715.162,623.832,716.929,576.105,759.422,526.694,653.615
ESW26875,2,1,2,1,0,4,2,2,0,2,2,1,1,2,1,0,1,1
ESW28264,486.71,396.503,539.183,397.188,471.651,397.332,301.091,513.682,450.51,328.016,317,460.928,433.184,481.957,460.749,619.878,477.909,420.814
ESW26680,254.33,220.343,259.431,259.942,646.998,360.056,363.633,335.687,647.522,662.135,567.997,325.525,303.258,350.879,717.682,639.644,406.634,322.838
ESW26512,1,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,1
ESW25781,23,19,18,15,8,12,16,24,17,3,10,22.015,10.004,17.009,3,11,15,16
ESW25820,57.349,61.087,41.564,74.044,32.692,38.919,24.831,36.253,56.569,50.264,43.46,36.73,36.021,42.837,35.792,51.008,40.981,27.735
ESW25158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26822,52,54.943,44,87.346,29.189,73.676,42.034,120.363,112.017,74,66,93,72.558,107.154,65,84.01,68.026,73
ESW26203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27678,176.251,137.106,157.202,141.293,263.176,172.983,166.042,151.919,233.375,208,221,195.464,182.757,218.628,181,214.23,143.125,178.928
ESW28494,285.998,197.28,234.643,231.216,208.001,227.729,166.676,243.113,191.612,155,175,294.709,204.375,229.515,148.235,224.099,201.573,229.977
ESW25692,19,36.164,31.028,51.035,55.02,41,35.006,70,46,32,38,48.056,40,60.076,39,52.024,63.024,69
ESW27562,131,80.049,82.166,79.164,85,142.41,100.311,161.446,93.021,59,74,130.399,140.66,95.564,59.162,111.255,149.197,188.165
ESW25314,1.081,1,0,0,2.001,1.995,3,4.996,1,2,0,3,1,1,1,0,5,1
ESW27025,493.183,350.13,447.124,392.74,544.301,439.318,363.601,422.469,707.003,568.068,563.334,489.392,459.029,528.252,528.045,620.874,431.761,448.529
ESW27246,9,0,5,1,5,7,17.006,0,7,9,5,2,8.001,0,4,10,1,0
ESW28303,1275.021,952.406,1120.236,940.03,1211.039,1072.264,949.223,1315.514,1133.224,868.806,923.606,1177.205,1145.049,1288.524,990.934,1294.749,1107.488,1185.902
ESW25298,268.083,229.687,305.839,276.284,270.667,321.683,223.117,340.842,283.234,212,218.085,271.614,289.131,298.856,197.092,304.002,248.608,305.794
ESW27775,842.601,1162.672,1168.113,1447.65,1628.856,1470.044,984.14,2364.187,653.51,426.153,633.56,1341.264,1253.617,1425.233,577.132,846.37,2289.932,2580.906
ESW26220,323,440.636,398.831,500.084,347.232,379.561,256.671,493.107,340.743,268.278,261,401.919,378.624,464.557,304.006,384.942,416.291,487.716
ESW26917,62.937,58.124,60.669,54.861,64,83.908,47,97.172,92.997,56.06,66,77.246,97.858,89.691,55.478,97.009,58.147,78.968
ESW25351,90,68.291,70.025,114.092,71.086,96.035,77.001,103.619,72.336,58.006,60,106.317,93.148,83.214,55.167,80.101,105.004,91.775
ESW25696,81.006,76,107.109,55.135,78.077,104.603,61.221,92.509,79.95,64,63,92.328,91.032,111.22,66.016,98.377,72.307,107.945
ESW26360,15,11,17,20,26,16,7,22,24,18,11,19,35,31,8,19,23,24
ESW27247,37,34.002,19,32,29.151,21.163,31.047,68.003,13,9,8,23,24,31.073,4,19.001,72.068,41.069
ESW27146,5,6,11,6,6.056,25,16,6,28.003,19.005,27.173,17.204,17.006,11,14,17,8.034,6
ESW25110,611.754,576.799,602.484,573.091,613.338,650.547,593.748,708.768,714.393,558.7,577.916,770.421,585.524,826.193,593.073,730.223,612.561,781.115
ESW26200,276.627,217.281,243.412,264.254,346.101,266.547,201.444,303.669,263.469,236.101,221.251,267.031,233.232,271.257,163.851,292.063,311,309.807
ESW25163,114,113,96.198,111.125,97.053,95.104,97.55,117.099,129.466,137.624,78.056,136.197,110.477,136.389,112,130,100.244,128.601
ESW27947,418.069,382.231,467.308,492.367,311.66,542.382,346.514,514.867,412.675,379.322,319,494.135,444.867,487.046,298.217,459.681,434.169,550.986
ESW27145,229.151,126.269,152.057,119.998,330.2,550.559,391.798,158.581,995.744,849.822,765.8,644.76,609.13,643.431,967.808,737.328,286.215,288.361
ESW25881,13,13,18.054,9.027,10.021,23,14.007,35,16,12,19,16,14,17,5,9,21,27
ESW28415,14,16.027,14.771,24,16,7,6,20,21,12,10,12,12,18,9,18,18.001,26.007
ESW25335,1007.067,989.817,1348.742,1049.687,1197.161,1301.545,956.856,1377.797,1700.762,1162.874,1297.64,1466.589,1301.608,1750.121,1036.6,1251.39,1454.494,1715.055
ESW25897,343.605,311.096,298.347,384.42,351.623,398.486,365.176,399.184,404.095,335.998,263,343.03,334.118,352.367,315,364,320.618,350.344
ESW25133,25.986,19.38,21.722,26.053,27.276,36.186,17.721,26.13,23.895,26.359,28.702,19.337,21.733,37.964,25.765,40.082,27.563,22.436
ESW28189,200.797,154.98,189.615,163.53,207.658,194.3,179.312,219.686,193.998,149.068,122,212.681,154.981,214.093,120.301,208.246,140.035,164.541
ESW26253,50.075,49.167,45.057,55.178,46,55.121,33,47.064,43,45,33,65,39.257,52.057,42,57.064,52.429,40.957
ESW28488,15,8,12,7,6,8,8,9,11.48,7,4,7,7,11,3,12,6,13
ESW28314,1169.808,1126.955,1127.796,1239.196,964.363,1221.655,1066.758,1462.786,1131.293,1081.974,908.626,1300.301,1136.379,1322.726,931.114,1427.032,1272.36,1414.842
ESW25691,952.071,827.851,907.108,909.345,863.174,980.576,795.759,1032.443,983.549,849.002,746.842,922.715,947.979,981.26,725.536,1027.855,954.266,1012.995
ESW25420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESW25459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27495,76,51.479,74,77.677,63.469,80,44,63.07,39.201,35,31,52,42.315,61,45,85.196,51.194,55
ESW26788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26567,1,3,5,3,5,4,3,5,1,0,1,7.087,3,6,4,4,3,3
ESW25364,162.299,104.008,138.347,113.288,172.047,154.251,155.081,144.035,126.391,114,119.013,136.027,134.298,149.267,116,178.254,126.273,149.363
ESW27248,185.09,123.801,115.323,149.749,215.731,113.562,98.766,123.619,107.808,110.859,100.886,116.571,109.422,128.009,115.637,188.381,139.812,132.841
ESW27249,6.035,14.522,51.166,23.874,3.408,36.979,40.729,6.432,53.419,36.141,37.114,48.09,28.909,41.309,25.79,41.258,20.579,26.349
ESW25327,179.031,183.602,182.069,151.449,210.398,177.625,187.645,215.041,262.815,202.299,170.946,241.378,223.71,273.654,214.598,241.952,184.431,227.577
ESW26770,0,0,1,0,1,0,0,1,3,3,2,0,2,0,0,0,1,0
ESW26251,140.059,162.224,205.992,166.258,151.583,224.445,150.514,161.623,140.223,130,79.031,153.817,145.566,143.929,165,181.363,119.32,139.899
ESW26873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESW26507,315.398,217.218,253.119,228.009,286.553,246.748,248.345,322.848,189.597,159.955,163,235.103,234.355,280.605,220.43,284.364,236.174,294.475
ESW26577,203,248.224,242.941,295.38,134.365,398.348,240.846,321.768,254.973,172.412,138,289.076,252.394,347.416,147,219.018,279.967,285.18
ESW28449,64.762,43.366,43.584,62.37,53.048,38.157,48.822,39.015,66.839,34.931,41.596,53.374,38.37,48.384,60.46,72.678,39.886,41.53
ESW27751,32.006,142.345,94.4,189.896,125.667,50.014,25,182.108,23.02,14,11,49,85.004,45.768,77,56.025,110.299,131.805
ESW25590,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2
ESW25293,43.015,62.033,79.322,76.005,93.347,59.996,40,94.491,25,23,30.014,44,46,51.018,29.169,46.901,81.471,105.504
ESW27664,243.64,208.219,252.124,265.416,259.524,272.469,235.02,329.655,290.224,216.157,195,235.284,236.171,261.399,210.098,257.661,240.944,284.623
ESW26547,2.725,6.255,0,2.803,0,0,0,0,0,0,0,0,6.828,0,0,0,0,4.572
ESW25112,5,1.001,4,1,7,0,0,3,2,1,3,3,1,3,4,4,7,1
ESW25315,11,10,5,17.573,12,12,4,25,3,1,2,11,16,12,3,7,21.001,21
ESW26059,20,16,21,18.594,38.95,28,24.228,30,33,19,25,17.001,16.18,21.036,23,28,35.15,35.021
ESW27803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ESW28492,259.836,198.505,230.535,224.902,228.798,244.721,207.464,294.405,242.612,196,169.819,243.538,252.224,274.953,200.1,276.063,198.358,241.373
ESW25868,946.291,711.913,882.967,688.707,1218.999,929.517,942.66,987.97,1370.239,1003.846,1008.001,1110.275,1107.593,1270.746,1037.532,1140.904,735.468,911.389
ESW27385,167.441,140.115,192.131,152.519,194.102,228.259,163.997,193.968,237.886,159,149,239.216,198.664,245.538,142,226.985,205.076,249.03
