Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW27184,2545.997,1766.529,2297.649,1792.941,2110.515,2570.365,2005.608,2602.746,1854.91,1521.907,1325.925,2160.275,2035.503,2216.365,1612.501,2576.998,1925.413,2271.165
ESW27183,182.414,131.029,149.142,174.829,151.536,182.218,162.397,217.557,165.549,152.962,114.723,219.266,135.271,195.39,130.067,180.661,151.897,226.659
ESW28362,52.05,40,50,47,48,67,48.012,53,85.114,60,55,54,54,60,67,57,43,52
ESW25938,479.005,454.712,329.68,475.253,301.499,445.808,430.048,479.874,330.173,252.392,212,374.364,349.35,337.748,227.218,430.237,311.287,389.789
ESW26198,581.654,459.518,518.114,456.158,532.706,678.343,508.462,483.998,860.529,691.222,659.409,765.067,577.104,777.691,787.203,805.452,419.479,536.96
ESW27231,497.025,447.945,486.353,423.208,488.584,537.25,442.538,841.246,452.253,358.042,300.017,446.363,412.634,527.251,270.095,492.829,564.626,630.126
ESW26797,2980.771,2662.958,3219.686,2650.839,1833.245,3234.356,2256.977,2781.381,3134.578,2508.859,1915.688,2605.688,2414.985,2743.719,2621.617,3563.354,2435.463,2597.25
ESW28293,311.918,197.709,202.235,201.432,342.898,223.429,211.072,235.525,306.131,278,282.345,237.433,203.5,233.694,284,345.553,185.574,186.521
ESW28508,285.204,242.779,302.695,238.227,415.802,422.154,324.916,306.304,681.546,460.995,430.817,452.161,388.618,462.305,453.161,363.789,259.606,326.589
ESW25582,355.481,255.256,302.946,253.441,354.257,404.599,342.799,355.635,359.041,331,290.802,450.415,345.65,456.496,203,330.573,287.61,334.761
ESW28471,168,139,201.347,148.248,164.532,187.151,113.68,251.075,144.913,118,109,156.739,161.996,194.712,124.143,151.622,198.05,198.976
ESW28547,442.374,252.81,429.557,197.57,777.19,489.155,445.265,160.452,983.367,805.76,786,404.408,326.116,517.945,783.703,729.941,170.808,208.323
ESW26409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27702,108,123.433,144.218,115.431,286.519,284.749,781.705,107.258,118.324,66,78,60.02,54.044,58.001,270.299,235.669,4,11.052
ESW25402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25541,2,2.002,3,0,0,0,2,2,1,1,0,3,1,2,2,2,2,0
ESW27496,29,58.153,18.366,77.164,31,33,31.066,62.101,6,7,9,26,34,28.33,7,29,28,30.038
ESW27331,46.007,55.169,48,63.013,42.19,64,34,63.286,81.754,63,53,62.313,51.245,68.091,44.036,75,91.91,68.675
ESW28089,250.366,239.787,257.021,264.204,255.329,229.008,224.553,338.067,163.378,116,119,249.378,201.353,247.751,109,229.369,235.161,289.459
ESW25441,45.339,42.175,42.778,40.842,50.043,73.04,35.565,57.325,55.806,44.829,28.397,51.459,42.051,33.386,47.576,47.306,40.216,37.599
ESW25442,16.661,0,9.075,8.176,0,0,9.549,0,0,9.171,10.603,0,0,19.614,18.424,19.694,0,5.46
ESW26818,133,82,80.169,94.11,94.985,122.996,81,147.274,79.018,72,73,164.236,146.047,149.084,71.257,136.365,115.571,94.028
ESW28035,111,107.275,124.763,143.073,106.975,140.979,118.042,125.293,139,115,101,155.661,131.385,144.023,98,142.866,120.998,138
ESW25985,15,7,9,9,14.075,22,12,14.049,37.012,25,28,7,9,16,18,21,17.718,9
ESW27119,218,197.582,228.791,227.425,266.542,257.42,244.37,298.379,597.842,465.374,430.627,324.357,267.761,333.97,538.298,407.273,209.142,293.565
ESW28292,6,4,3,1,3,3,0,3,5,3,3,2,4,7,1,5,11,9.004
ESW25458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26382,198.736,184.716,212.686,195.872,262.754,310.608,208.332,206.113,309.944,232.498,223.159,252.548,211.57,196.333,240.691,230.39,206.067,262.116
ESW26030,0,1,1,1,1,1,0,1,0,0,2,0,0,0,0,0,1,0
ESW27400,1,1,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,0
ESW27502,121.253,89.047,116.734,104.131,91.273,120.186,88.204,117,95,76,52.003,122.051,107.972,91.175,50.008,121.014,91.894,105.415
ESW27965,102,89.052,95,104.658,95,80.106,81.459,90.408,129,98,94,153.123,140.545,102.032,137.079,160.544,89.274,100.312
ESW25407,285.813,282.976,263.264,301.206,346.537,413.102,340.099,412.802,377.026,272.34,267,317.973,337.968,374.691,159.149,316.763,331.182,350.062
ESW28532,3,0,1,2,2,1,2,1,3,3,1,0,1,2,1,2,4,0
ESW27960,6,0,2,0,5,0,2,3,2,0,4,1,2,0,2,5,0,0
ESW25624,219.952,73.827,92.146,62.002,157.747,567.667,425.717,52.233,1274.918,969.112,888.011,661.933,674.387,561.993,785.414,685.845,53.115,58.689
ESW26455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25613,132.639,113.044,111.726,124.611,142,81.038,61.912,118.626,117.905,106,80,112.148,97.569,97.359,115,117.006,106.372,102.192
ESW27106,239,223.453,268.168,237.781,134.237,435.096,265.379,318.614,406.243,354.493,232.993,346.669,322.147,344.647,175.293,256.512,285.296,277.192
ESW28060,1005.105,1086.368,981.721,1459.908,1657.319,1811.338,1269.623,1812.805,874.717,747.036,898.145,1551.339,1385.745,1888.004,967.564,1197.748,1538.762,1695.526
ESW26596,7,1,4,0,3,7,0,0,3,2,2,3,3,7,3,5,1,3
ESW27384,117,77,98.034,82.216,79,100.111,65.408,80.787,75.096,71,62,82.277,76.412,98.002,87,108,74.875,90.188
ESW28427,110,93.003,112.288,95.076,127,154.086,121.001,113.045,105,104,89,132.736,108.851,128.312,124.669,127.133,100.601,125.118
ESW27112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26775,5004.355,4847.244,5337.156,5363.248,7863.14,6905.301,5683.852,6070.211,11039.583,8760.053,9048.95,7575.658,6605.245,8730.818,8133.362,7991.958,6905.231,8063.732
ESW26295,2353.681,2059.322,2412.783,2239.529,1969.622,2630.584,1987.416,2524.286,2607.303,2158.056,1898.524,2504.056,2402.01,2548.006,1944.729,2568.648,2090.356,2450.325
ESW26227,402.378,389.555,403.168,407.719,485.859,430.337,368.557,478.639,430.645,336,377.781,476.538,415.719,492.611,336.292,477.4,375.588,418.609
ESW26421,1268.23,1345.663,1439.732,1434.907,1307.591,1449.071,1233.532,1759.458,1763.157,1369.244,1252.452,1479.572,1351.292,1589.917,1212.114,1573.636,1443.522,1637.175
ESW27394,370.784,257.571,314.441,331.887,398.779,379.579,303.113,341.161,353.766,278,285.841,315.735,279.289,367.352,324.003,403.807,250.38,313.395
ESW27240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26347,31.559,26.215,34.621,34.415,25.884,45.904,48.69,44.132,38.999,26.463,22.56,45.75,41.342,59.005,31.111,40.929,23.611,32.479
ESW28336,170.995,23.003,30.031,28.681,123.522,83.494,100.445,35,139.551,70,104,108.826,119.194,66.093,367.338,316.263,14,17.009
ESW26674,209.749,165.449,185.858,190.247,213.456,219.52,144.681,177.546,221.3,182.65,183.653,178.208,156.668,194.445,179.838,245.395,168.198,157.239
ESW27693,6,2.494,4,2,8,5,0,2,7,8,5,9.001,7,9,6,1,6,2
ESW27979,653.515,507.908,564.84,398.591,685.157,386.678,517.672,558.035,456.347,376.993,501.635,593.293,505.752,616.168,472.402,622.975,449.647,483.84
ESW27348,91.381,88.15,105.295,101.002,89.096,89.076,88.401,98.245,245.179,210.375,162,111.483,119.337,132.561,199.165,210.294,60,93.383
ESW27393,142.42,161.049,134.227,203.388,119.334,170.719,107.725,231.594,146.918,146,103.182,150.159,143.237,172.176,111.051,153.104,163.086,159.484
ESW27487,428.267,293.496,361.744,314.853,693.42,504.934,432.045,360.464,597.169,415.002,447.132,459.649,429.517,554.56,507.616,470.872,327.165,353.266
ESW27488,870.897,694.859,859.356,700.8,810.637,1024.208,745.148,810.526,1333.139,1040.958,1027.177,1067.43,861.2,1162.673,1109.436,1168.73,755.962,872.294
ESW25507,99.262,146.132,189.705,164.964,109.275,169.889,135.79,223.46,170.656,113.684,116,184.174,151.995,176.433,109.044,122.189,195.921,260.805
ESW25318,1054.912,939.129,1024.114,833.428,937.872,913.792,747.117,1222.881,1106.569,839.769,793.219,1026.041,948.401,1100.301,781.315,1191.224,995.758,1163.292
ESW27250,59,37.094,53.024,31.99,41.484,52,39.092,57.446,53.352,49,42,64,39.3,61.305,46,58.054,47.964,38
ESW26025,7,8,4,5,4,4,2,9,11,5,12,8,6,8,5,6,6.004,3
ESW27337,145.344,111.543,122.925,143.759,77.614,161.24,121.623,194.707,115.231,102,92.963,154,164.875,187.819,66.263,101.037,123.103,154.625
ESW27001,4,8,7,9.001,6.002,7.012,6,5,5,0,4,4,5.033,8,12,4,5.329,5
ESW25296,37,55,45.735,75,72,66.005,49,97.276,34,39,38,61.017,54,83.47,31,37,93.369,86.222
ESW26785,231,170.776,245.277,204.314,480.767,293.746,253.004,230.911,380.676,256.957,291.471,204.934,185.686,205.501,324,296.329,198.623,164.326
ESW27429,182.125,183.399,200.399,174.12,266.005,264.586,186.57,213.852,246.887,198,191.4,239.689,232.361,233.104,178,209.657,194.039,218.557
ESW27431,383.363,362.603,423.933,384.787,363.825,490.493,344.752,473.802,471.556,342,289.777,461.757,409.053,484.461,226.232,449.518,416.028,496.923
ESW28397,227.437,176.795,218,177.28,225.838,268.142,210.758,219.695,261.147,223.001,205.55,287.977,216.431,271.872,237.393,291.951,141.286,195.56
ESW25637,556.84,507.892,507.432,611.947,526.285,477.517,383.57,540.456,969.82,708,571.557,522.681,440.418,581.737,454.44,639.643,454.316,463.163
ESW26605,4.113,0,0,9.491,5.638,0,9.001,0,3.686,0,7.115,0,8.03,11.95,5,8.227,2.732,3.731
ESW26604,5.887,23.007,3,8.509,4.056,9.53,0,15.008,16.314,14.008,5.876,9,3.97,0,0,1.705,4.27,4.269
ESW25263,113.989,115.19,122.209,165.385,163.009,145.423,117,172.487,187.571,125,121,189.52,182.3,214.641,233.035,218.436,149.946,149.42
ESW28333,4,5,5,16,4,9,5,5,12,4,12,11,2,4,4,10,3.001,10.938
ESW28395,633.854,440.297,549.357,401.875,776.543,761.359,715.195,368.498,1976.971,1659.936,1695.79,1109.939,1001.814,1224.968,1394.957,1251.484,385.637,556.781
ESW27159,2,0,1,0,1,0,1,1,1,0,1,0,0,1,2,3,7,0
ESW28501,72,39.003,58.013,43.067,62.136,80.014,41.043,60.031,91,79,82,68,61.041,80.204,100,82,46,64.007
ESW26859,700.263,673.11,437.513,893.28,601.448,405.53,398.866,661.674,288.065,240.199,335,407.668,411.284,375.438,347,604.561,362.146,531.132
ESW26012,801.153,786.757,775.18,906.147,1048.218,623.798,647.343,794.262,1017.392,817.117,847.919,816.052,672.517,793.689,907.142,1098.122,538.637,699.183
ESW28375,609.454,525.665,548.166,493.947,525.893,532.696,432.398,638.591,430.617,351.462,312.972,592.445,473.618,574.874,372.426,603.057,531.271,622.348
ESW28304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28174,3.922,4,2,3.606,5.598,8,4.709,6.162,1,4,6.489,5.849,7.685,8.927,2,6.722,5,3
ESW26058,14,3,11,6,11,14,16,12,17,22,18,17,16,16,6,11,14,24.007
ESW28320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27628,261.237,228.624,256.57,278.519,271.888,290,285.722,469.442,373.569,287.4,225.013,416.922,391.024,477.373,273.982,365.282,326.227,341.005
ESW27904,1882.133,1974.731,1649.565,2612.921,2010.498,1821.383,1349.441,2409.978,1264.43,992.673,1086.514,1804.846,1539.298,1874.54,1304.655,2082.521,1850.465,2101.612
ESW25680,213,187.628,202.058,241.447,232.713,266.594,187.754,306.566,227.028,152,135,255.705,234.164,272.315,189,244.701,237.365,307.271
ESW26704,391.378,316.898,390.226,386.764,348.149,423.783,339.583,491.031,477.594,329.143,319.664,462.236,399.193,443.697,339.855,500.094,337.778,443.461
ESW26705,6.62,3.987,6.437,3.493,1.544,13.243,3.69,2.02,16.738,8.857,1.793,1.793,15.642,5.983,9.251,4.473,1.61,15.999
ESW27833,1162.026,946.537,1091.757,974.821,1135.095,1343.063,999.207,1248.452,1386.695,1108.316,1059.938,1382.413,1291.349,1440.699,1113.112,1357.383,1042.253,1112.641
ESW26439,315.067,302.723,398.569,278.209,421.014,265.138,268.612,256.189,528.883,400.119,502.036,355.301,329.699,446.306,404.313,423.562,306.496,378.927
ESW27169,1,3,5,1,6,1,2,1,5,2,3,2,3,1,6,3,3,2
ESW27982,7,6,3,2,10,9.008,6,12,10,10,8,8,3,9,8,10,5,6
ESW28096,4,3,1,9,4,2,4,8,3,1,3,1,6.023,2,1,1,1,7
ESW28121,255,253.51,220.365,281.142,243.994,274.212,203.597,310.457,249.843,184.351,193.001,263.467,240.423,234.311,177,244.22,226.125,287.507
ESW27477,3,2,1.196,2,2,3,1,2,4,2,3,2,2,7,2,2,3,1
ESW25267,1425.806,1405.507,1262.912,1574.958,955.142,2245.002,1856.907,1742.909,1574.198,1073.958,941.099,1483.472,1336.397,1201.768,936.636,1441.431,1198.409,1556.4
ESW27286,77,73.211,76.017,67.928,87.129,81.061,91.02,94.239,107.267,99,76,86.072,89.156,102.008,87,120.115,72.955,91.012
ESW25197,6,0,0,0,0,7,6,0,19.072,36,19,17,16.009,9,44,31,0,0
ESW27005,1399.818,1062.795,1363.645,993.388,1402.311,1015.604,858.7,887.961,1725.75,1420.289,1183.678,1219.573,1125.587,1155.924,1512.837,1749.434,662.811,782.766
ESW27067,216.138,194.271,225.6,169.571,281.561,177.229,172.725,166.654,353.617,289.592,296,260.266,263.445,290.71,286,281.648,143.571,179.594
ESW27397,204.695,149.301,184.747,153.17,190.055,145.084,117.124,176.862,126.504,94,95.043,135.35,127.277,156.309,100.169,158.385,132.322,138.159
ESW26519,316.603,347.519,332.121,364.381,391.067,451.212,305.146,343.625,636.403,482.586,432,450.466,340.659,505.326,399.075,420.317,303.7,320.854
ESW26154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27125,48.918,53.155,52.433,101.814,30.019,67.189,34.711,93.567,0,0,30.042,68.876,0,92.173,0,0,67.667,41.654
ESW27126,114.677,137.258,118.502,73.731,122.448,84.148,76.641,126.556,95,93,37.958,74.497,132.035,73.926,102,165.258,58.72,109.53
ESW26291,733.755,373.233,609.819,234.075,1034.766,754.909,642.898,427.415,1649.867,1174.727,1205.546,931.849,854.908,1113.107,1141.157,1157.674,463.823,542.499
ESW26252,0,4,1,4,0,0,1,1,1,0,0,1,3,2,4,3,1,5
ESW25082,325.012,274.293,255.469,249.815,241.6,162,269.975,407.418,225.066,190.423,181,295.834,248.906,286.875,152.064,289.123,259.222,330.794
ESW27381,45,17,21,21.002,20.01,87.091,64.192,53.626,25,14,12,39,44,63.083,14,28.008,37.003,36.003
ESW27921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW25988,27,32.759,23.534,31.004,23.063,43,26.055,38.937,34,24,18,38.092,27.028,40,23,32,23,36.941
ESW27508,4,3,5,3,5,5,2,3,9,1,5,8,9,7,5,3,3,1
ESW25665,218.203,193.161,184.774,190.342,217.111,228.853,170.682,245.251,200.785,182,148,223.356,205.664,242.211,177,217.551,186.344,206.703
ESW25634,294.038,253.766,304.14,310.674,252.258,357.772,225.524,379.564,303.666,263,224,452.608,395,508.932,201.421,310.511,321.853,434.008
ESW27186,35,74.787,34,143.427,98.803,34,45.017,138.325,0,2,18,71,100.163,42.557,14,32.026,55.186,65.17
ESW25957,199.934,157.511,166.023,145.846,187.095,179.976,87.286,175.298,187.153,167,146.088,183.939,141.183,180.404,154,232.325,138.05,168.529
ESW27721,1598.073,1374.895,1441.462,1681.656,1158.7,1751.071,1169.198,1844.733,2023.071,1599.267,1399.073,1582.596,1525.367,1766.761,1428.699,1833.452,1704.238,1690.562
ESW27697,16.017,20.001,27.049,15,12.001,5,19,17.002,9.002,14,5,19,17,18,10,15,18.12,25.003
ESW25134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28366,266,218.21,249.549,241.843,225.209,277.551,251.019,250.179,213.704,186,157,252.401,258.245,253.373,194,270.572,206.827,249.023
ESW26823,121,75.126,78.125,126.177,98,131.873,129.578,132.658,182.155,144,142.061,118.657,103.859,102.664,98,119.036,130.175,73.903
ESW27901,281.699,233.074,240.152,294.294,254.9,260.123,257.822,426.202,160.998,140,179.914,270.713,247.909,309.515,73,230.246,308.83,347.025
ESW25970,10,20,15,21.09,9,10,4.008,20,15,11,9,5,10,9,7,5,27,18
ESW26008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27179,1287.25,1110.563,1224.528,1194.126,1200.18,1173.423,988.778,1391.124,1138.955,873.017,852.166,1228.297,1165.28,1323.949,841.14,1250.809,1094.118,1272.096
ESW27801,347.607,254.191,310.676,264.51,767.938,1020.466,851.455,273.79,1594.492,1052.548,1150.992,920.556,751.594,976.832,1404.49,1026.318,370.264,407.604
ESW26219,544.551,516.116,590.468,625.308,507.173,573.564,426.635,732.118,639.723,479.968,464.53,605.73,625.233,702.867,461.461,660.86,636.356,706.768
ESW25187,2279.37,1791.191,2379.871,1898.726,2787.2,2127.995,2004.805,2386.591,3628.762,2924.762,2901.284,2811.276,2518.885,3250.805,2495.104,2963.174,2291.784,2500.97
ESW26066,34.005,39,27.997,51.084,43,53.212,43,34,20,12,16,37,45.027,44.35,13,31,38.079,30
ESW27783,163.853,199.553,276.945,214.888,460.13,398.086,285.479,289.627,408.308,347,393.943,474.322,415.652,488.734,329.99,304.703,376.272,386.024
ESW28075,2,1,2,0,6,3,0,3,5,2,3,4,2,5,2,1,0,1
ESW27536,208.261,174.385,194.019,221.13,193.134,219.242,186.74,213.903,263.412,235,217,248.671,230,249.233,184.126,279.42,171.416,178.126
ESW25307,58,5,23,9,24,14,13,29,26,9,14,20,16,22,12,40.052,25,31.052
ESW26389,1043.608,1047.845,1130.898,1136.1,2285.655,3142.868,2619.37,1547.588,3461.779,2290.178,2245.705,2753.698,1870.419,2604.138,2393.584,2050.681,1677.882,2092.664
ESW27232,15.946,7,6,10,19,11,12.011,16.041,15,16,11,5.063,8.015,20,10,14,10.083,11.024
ESW27891,138.859,138.58,123.585,133.641,156.221,152.367,109.35,119.172,145.348,102,101,101.365,97.277,110.657,98.119,163.009,125.245,115.31
ESW25983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ESW27230,61.014,77.467,70,104,63.822,60.002,44,70,66,67,59,58,47.002,68,47,72.41,75.197,85
ESW26257,273.275,192.008,207.721,177.079,198.177,241.327,184.755,213.486,241.405,186.355,186.121,238.228,220.422,205.144,163,226.045,154.21,223.2
ESW26463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW27161,167.014,152.438,173.242,153.948,87.03,231.664,135.074,225.318,161.09,154.307,123,203.507,180.305,208.057,99,163.007,180.493,189.516
ESW25796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28377,49,36,45.563,40,66.522,99.032,67.015,46.243,117.387,85,65,70.131,54.001,59.457,66,81,45.393,62.41
ESW28360,511.352,230.123,285.909,268.467,579.313,390.774,329.779,217.851,266.04,268.655,265.827,411.06,380.519,395.174,373.554,561.302,177.858,191.691
ESW28359,687.429,397.642,415.13,362.769,601.351,458.327,364.358,336.952,463.121,370.564,377.029,581.986,542.443,593.55,547.24,815.666,245.824,274.091
ESW27048,3,0,1,4,1,2,4,2.001,6,4,0,1,2,4.001,6,1,3,1.002
ESW25111,188.681,201.35,171.042,221.934,177.189,296.518,170.539,309.898,166.833,152.315,122.975,219.499,194.577,223.343,97.276,187.277,359.342,325.319
ESW27944,230,126.684,161.661,161.785,153.11,184.523,128.992,161.727,170.017,120.208,115,131.633,138.455,155.1,129,198,113.484,138
ESW28146,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,3
ESW28408,336.133,268.798,348.739,261.274,433.829,601.584,463.9,313.791,673.968,497,550.088,720.431,558.535,694.381,351.198,375.006,361.956,442.592
ESW25206,4,1,8.008,6,1,3,3,13,3,2,2,12,14,4,1,3,10,17.107
ESW25467,3,5,6,2,4,3,9,3,6,2,2,9,4,6,3,8,4,7
ESW25737,327.745,269.189,317.369,270.801,441.718,293.613,296.462,346.274,317.45,237.397,241.967,342.902,329.348,313.827,330.394,414.119,291.929,303.35
ESW26232,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
ESW25658,169.36,153.961,183.328,156.23,153.59,177.096,147.03,199.86,197.018,170.213,165,231.388,185.657,248.203,141.078,191.007,168.946,240.657
ESW27504,598.559,491.634,538.581,447.136,492.396,315.932,328.602,624.302,404.351,296.146,317,498.103,472.909,481.184,358.278,578.93,456.958,536.616
ESW27596,383.215,314.066,314.331,366.758,282.799,449.139,290.376,456.571,405.394,341.738,281.027,342.83,350.821,343.184,304,417.328,332.31,333.636
ESW27758,22,13.008,18,24.031,8,18,10,21.027,14,4,11,13,5.003,15,15,17,21.051,9.001
ESW26308,30.013,59.021,49.006,56.257,42,47.022,18,47.539,35,17,18,32.068,30,33.003,16,47,44.143,49.023
ESW25345,73,63.078,76.016,76.723,95.491,80.551,58.147,74.348,54.098,38.005,34,67.028,61.085,59.092,47,88.127,61.032,73.612
ESW27734,0,0,0,1,0,1,1,0,3,0,0,3,1,2,0,0,1,0
ESW28559,337.949,317.955,347.721,378.972,430.21,507.232,330.314,388.779,461.26,324.867,329.92,395.34,374.314,486.81,313.285,398.498,333.691,347.053
ESW28558,105.427,101.48,124.372,105.059,37.406,132.417,103.973,163.339,152.334,104.333,96.04,144.402,113.953,103.512,80.006,145.948,133.079,91.632
ESW27753,262.469,193.194,226.194,242.158,639.437,445.813,334.16,218.743,593.015,408.044,445,341.198,272.691,387.208,451.222,360.177,190.616,201.878
ESW27206,23,66.072,81,80.338,68.125,82.592,78.411,135.391,29.031,24,25,76.007,80.032,82.013,37,54.981,126.816,197.983
ESW28287,3.155,4.318,3.147,0,0,7.847,3.14,8.04,0,0,0,8.081,0,2.993,0,0,3.079,0
ESW28288,68.845,50.06,59.854,49.09,50.006,49.153,50.923,73.058,33.156,25,26,72.095,55,70.007,55,70,45.935,72.124
ESW25933,11,20,16.309,17.067,11,14.019,9,15.045,1,0,0,8.006,9,11.978,1,9,2,21.751
ESW25763,2,2,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0
ESW26262,462.303,413.542,351.475,486.528,722.024,730.727,629.03,620.359,644.645,565.244,549.565,653.798,567.275,605.913,545.474,598.359,624.133,681.109
ESW28220,24,9.002,17,20.814,47.087,15,48,20,8,5,18,7,9,13,27,26,4,4.006
ESW25398,55,32.942,36.12,25,49.023,63,42,48.087,60.007,67,67,59,61.303,79.194,54,63.284,34,29
ESW27345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW26998,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
ESW28207,119,71.307,88.856,66.043,128.511,87.109,96.03,122.264,64,44,62.421,107.007,80.577,97.507,86,117,95,82.149
ESW28355,65,68.031,63,80.143,108.22,53,32,54,34,32,41.007,49,31.033,71.029,46.971,86,50.222,53.17
ESW28299,74.039,81,53,107.25,59.217,93.049,84.115,168.153,152,124,114,69,74.294,105.247,57,79.08,109.553,129.455
ESW25299,169.057,130.626,140.063,166.25,171.707,188.495,129.412,164.295,148,120.005,102.293,153.545,139.716,152.823,117.081,154,151.839,162.828
ESW28346,450.109,328.866,352.622,365.285,332.757,404.527,420.383,526.017,374.768,304.232,295.586,450.117,462.105,417.571,308.034,441.052,372.122,407.382
ESW27563,10,10,2,12.245,7,16.002,6,19,29,10,8,15,16,12,13,7,19,8
ESW28119,231,103.26,103,77.103,248.027,134.983,123.078,121.39,272.959,226.565,291,198.137,162.628,187.515,317.001,341.878,81.78,102.007
ESW26073,6,3,6,6,2.006,2,1,0,7,3,5,6,1,1,12,3,5,2
ESW27581,14,7,10,9,6,14,5,15,16,12,6,12,8,11,6,12.004,10,10
ESW26345,375.612,343.382,448.909,332.169,602.382,798.837,611.401,446.773,1301.32,1010.01,944.428,657.049,618.224,784.342,910.874,771.69,418.097,491.441
ESW25485,581.271,396.084,399.65,539.335,300.407,281.429,192.352,546.716,242.732,178.171,171,391.852,311.946,425.45,165,486.142,415.341,368.594
ESW27674,902.142,666.273,742.088,711.654,873.952,719.064,542.253,814.341,782.868,628.078,661.993,814.036,721.933,835.043,715.271,1010.039,626.902,725.79
ESW25532,448.099,361.746,451.732,319.301,562.294,309.388,378.263,461.291,403.34,335.469,355.555,447.935,449.07,510.449,360.157,506.706,407.034,480.068
ESW26101,309.591,220.059,323.411,223.655,173.146,355.253,247.81,308.559,330.062,256.984,205.624,277.544,255.594,307.191,181.105,282.798,266.965,283.422
ESW27649,1221.197,961.516,1066.798,1178.337,1244.546,1378.246,1046.429,1358.578,1421.751,1156.05,1087.268,1315.407,1202.089,1440.498,1114.452,1421.216,1110.28,1198.503
ESW26483,39.244,26.013,54.159,29.511,46.719,38.56,26.287,32.524,61.88,21.765,55.196,30.759,37.927,37.031,36.857,21.968,31.091,21.781
ESW26482,160.596,120.538,113.425,138.116,167.147,137.605,89.887,149.874,184.441,173.242,125.804,138.472,123.69,117.344,142.143,194.408,136.455,176.364
ESW26858,57,58.033,68.034,65.039,101.986,72.408,48.007,73.047,42,34,38,54.029,58.776,63.084,65.046,58,57.125,54.141
ESW27229,1104.824,1017.161,1079.857,1115.739,814.509,1160.626,942.17,1361.411,1194.793,995.599,826.351,1339.883,1112.3,1287.901,748.879,1195.54,1160.189,1244.759
ESW25890,542.244,685.08,744.739,684.867,474.709,454.939,410.852,339.786,1098.467,824.564,814.117,608.09,555.274,654.03,1004.547,929.357,354.995,516.467
ESW28208,649.558,608.348,664.024,608.687,496.964,602.591,514.998,763.777,614.354,510.464,468.438,615.8,580.942,656.175,511.369,737.142,603.168,742.178
ESW25822,191,234.336,235.329,231,201.765,213.349,141.286,403.842,200,130,136,199.464,203.362,235.226,176.005,226,298.28,325.771
ESW25853,97.468,53.323,42.728,62.684,106.151,99,64.088,88,223.031,165.138,175.319,118.714,132.243,99.385,92.094,109.262,100.767,79.823
ESW27551,211.026,179.432,178.094,194,190.97,203.55,183.209,230.392,170.043,124,126,204.578,197.247,209.571,135,202,179.542,193.019
ESW25408,56,69.386,82.621,76.356,60,67,52.072,114.974,68,44,48,86.013,73.038,69.088,51,68.133,76.094,100.13
ESW26611,211,161.95,225.444,196.262,149.33,217.15,176.068,205.56,214.108,211.438,180,231.384,199.117,235.921,179,232.629,180.724,204.789
ESW26945,1027.095,958.465,1138.823,883.396,928.922,970.354,842.961,1090.981,1279.383,1031.788,905.162,1088.882,906.803,1246.181,1004.309,1273.407,1004.548,1046.892
ESW27491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW28088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ESW27682,339.953,261.736,261.876,326.301,338.527,392.261,233.014,332.845,329.822,275.264,223.42,293.067,257.236,320,280.515,319.485,243.71,282.233
ESW25200,1335.964,1084.692,1300.627,1098.976,1199.101,1165.421,1017.075,1462.899,1271.072,948.34,977.42,1408.976,1339.113,1504.26,1207.845,1577.896,1053.347,1341.482
